Fighter1,F1_Height,F1_Weight,F1_Reach,F1_DOB,F1_profile_url,Fighter2,F2_Height,F2_Weight,F2_Reach,F2_DOB,F2_profile_url,F1_result,F2_result,F1_KD,F2_KD,F1_SS_hit,F1_SS_att,F2_SS_hit,F2_SS_att,F1_totalStrikes_hit,F1_totalStrikes_att,F2_totalStrikes_hit,F2_totalStrikes_att,F1_TD_conv,F1_TD_att,F2_TD_conv,F2_TD_att,F1_Sub,F2_Sub,F1_pass,F2_pass,F1_rev,F2_rev,F1_head_hit,F1_head_att,F2_head_hit,F2_head_att,F1_body_conv,F1_body_att,F2_body_conv,F2_body_att,F1_leg_conv,F1_leg_att,F2_leg_conv,F2_leg_att,F1_distance_conv,F1_distance_att,F2_distance_conv,F2_distance_att,F1_clinch_conv,F1_clinch_att,F2_clinch_conv,F2_clinch_att,F1_ground_conv,F1_ground_att,F2_ground_conv,F2_ground_att,Date,Location,Attendance
Gilbert Burns,70,155,71,1986-07-20 00:00:00,http://www.ufcstats.com/fighter-details/23024fdfc966410a,Gunnar Nelson,71.0,170.0,72.0,1988-07-28 00:00:00,http://www.ufcstats.com/fighter-details/fd55393021a8c255,W,L,0,0,30,76,20,36,46,99,26,45,1,3,0,2,1,0,0,1,0,0,8,47,9,23,8,11,4,5,14,18,7,8,19,55,18,32,10,18.0,2.0,3.0,1.0,3.0,0.0,1.0,2019-09-28,"Copenhagen, Denmark",12767
Khalil Rountree Jr.,73,205,76,1990-02-26 00:00:00,http://www.ufcstats.com/fighter-details/749f572d1d3161fb,Ion Cutelaba,73.0,205.0,75.0,1993-12-14 00:00:00,http://www.ufcstats.com/fighter-details/cd13728ae1151f46,L,W,0,0,5,12,15,26,5,12,16,27,0,0,4,5,0,0,1,0,0,0,4,11,14,25,1,1,1,1,0,0,0,0,3,7,1,5,2,5.0,1.0,2.0,0.0,0.0,13.0,19.0,2019-09-28,"Copenhagen, Denmark",12767
Ovince Saint Preux,75,205,80,1983-04-08 00:00:00,http://www.ufcstats.com/fighter-details/50db8711c70196cd,Michal Oleksiejczuk,72.0,205.0,74.0,1995-02-22 00:00:00,http://www.ufcstats.com/fighter-details/0d65c432720accb9,W,L,0,0,14,48,37,78,20,54,39,80,1,2,0,0,1,0,0,2,0,0,5,36,23,59,9,12,13,18,0,0,1,1,11,45,32,71,3,3.0,2.0,2.0,0.0,0.0,3.0,5.0,2019-09-28,"Copenhagen, Denmark",12767
Alex Oliveira,71,170,76,1988-02-21 00:00:00,http://www.ufcstats.com/fighter-details/57b10fca4f9c9a7a,Nicolas Dalby,71.0,170.0,74.0,1984-11-16 00:00:00,http://www.ufcstats.com/fighter-details/9d19d9e4aa2662e8,L,W,0,0,18,47,31,84,31,65,64,122,3,4,1,4,0,0,4,1,0,1,14,40,19,64,0,2,5,12,4,5,7,8,13,36,9,45,1,3.0,11.0,18.0,4.0,8.0,11.0,21.0,2019-09-28,"Copenhagen, Denmark",12767
John Phillips,71,185,75,1985-06-09 00:00:00,http://www.ufcstats.com/fighter-details/e9ac7bfb65c25497,Alen Amedovski,70.0,185.0,74.0,1988-04-06 00:00:00,http://www.ufcstats.com/fighter-details/70fa1c64a2c439ef,W,L,1,0,5,8,2,11,5,8,2,11,0,0,0,0,0,0,0,0,0,0,4,7,2,11,1,1,0,0,0,0,0,0,3,6,2,11,0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2019-09-28,"Copenhagen, Denmark",12767
Makhmud Muradov,74,185,75,1990-02-08 00:00:00,http://www.ufcstats.com/fighter-details/ea7e5bc78d9de658,Alessio Di Chirico,72.0,185.0,74.0,1989-12-12 00:00:00,http://www.ufcstats.com/fighter-details/77d7295d1b22c694,W,L,0,0,54,169,36,113,56,171,37,114,0,3,0,2,0,0,0,0,0,0,32,133,31,100,19,32,0,4,3,4,5,9,49,160,30,104,5,9.0,6.0,9.0,0.0,0.0,0.0,0.0,2019-09-28,"Copenhagen, Denmark",12767
Ismail Naurdiev,70,170,74,1996-08-18 00:00:00,http://www.ufcstats.com/fighter-details/6a96ad1bc34fb113,Siyar Bahadurzada,71.0,170.0,73.0,1984-04-17 00:00:00,http://www.ufcstats.com/fighter-details/aec185309b4843d0,W,L,0,0,69,126,12,96,149,218,14,98,3,3,0,0,0,0,0,3,0,0,30,71,10,89,15,24,2,5,24,31,0,2,63,113,12,95,0,0.0,0.0,1.0,6.0,13.0,0.0,0.0,2019-09-28,"Copenhagen, Denmark",12767
Giga Chikadze,72,145,72,1988-08-25 00:00:00,http://www.ufcstats.com/fighter-details/9560ff14eb3129f7,Brandon Davis,70.0,135.0,72.0,1990-05-08 00:00:00,http://www.ufcstats.com/fighter-details/cc351e408bbb7d43,W,L,0,0,59,119,34,99,71,133,36,103,1,2,3,7,0,0,4,1,1,0,44,91,20,77,8,16,5,9,7,12,9,13,43,99,26,91,0,0.0,3.0,3.0,16.0,20.0,5.0,5.0,2019-09-28,"Copenhagen, Denmark",12767
Lina Lansberg,67,135,65,1982-03-13 00:00:00,http://www.ufcstats.com/fighter-details/2eeaefbfc7f9fcff,Macy Chiasson,71.0,135.0,72.0,1991-07-27 00:00:00,http://www.ufcstats.com/fighter-details/9cdd2da1a9104a0b,W,L,0,0,21,39,26,47,49,91,58,94,2,4,0,4,0,0,0,3,0,0,18,36,4,22,2,2,21,23,1,1,1,2,2,8,4,18,8,15.0,22.0,29.0,11.0,16.0,0.0,0.0,2019-09-28,"Copenhagen, Denmark",12767
Lando Vannata,69,155,71,1992-03-14 00:00:00,http://www.ufcstats.com/fighter-details/f9b200db02b488d9,Marc Diakiese,70.0,155.0,73.0,1993-03-16 00:00:00,http://www.ufcstats.com/fighter-details/32c355b04fc57f3a,L,W,0,0,25,70,40,99,51,108,45,111,0,1,4,7,0,0,1,0,0,0,4,36,16,52,8,12,10,25,13,22,14,22,24,66,31,84,1,4.0,2.0,3.0,0.0,0.0,7.0,12.0,2019-09-28,"Copenhagen, Denmark",12767
Nohelin Hernandez,70,135,71,1994-03-01 00:00:00,http://www.ufcstats.com/fighter-details/f97c5433c77522d3,Jack Shore,69.0,135.0,,1995-02-06 00:00:00,http://www.ufcstats.com/fighter-details/b8a85389d115e35a,L,W,0,0,6,36,46,92,9,39,81,139,0,0,4,7,0,1,11,0,1,0,5,34,33,76,0,0,2,2,1,2,11,14,4,32,26,58,2,4.0,3.0,4.0,0.0,0.0,17.0,30.0,2019-09-28,"Copenhagen, Denmark",12767
Jeremy Stephens,68,145,71,1986-05-25 00:00:00,http://www.ufcstats.com/fighter-details/18968f97ad34f15c,Yair Rodriguez,71.0,145.0,71.0,1992-10-06 00:00:00,http://www.ufcstats.com/fighter-details/cbf5e6f231b55443,NC,NC,0,0,0,1,2,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-09-21,"Mexico City, Distrito Federal, Mexico",10112
Alexa Grasso,65,115,66,1993-08-09 00:00:00,http://www.ufcstats.com/fighter-details/e8b731feff72294b,Carla Esparza,61.0,115.0,63.0,1987-10-10 00:00:00,http://www.ufcstats.com/fighter-details/d910665038efc639,L,W,0,0,45,103,44,80,103,169,115,157,0,1,4,11,1,0,1,0,1,1,41,97,27,60,4,6,11,14,0,0,6,6,34,88,28,59,3,6.0,6.0,9.0,8.0,9.0,10.0,12.0,2019-09-21,"Mexico City, Distrito Federal, Mexico",10112
Askar Askarov,65,125,,1992-10-09 00:00:00,http://www.ufcstats.com/fighter-details/b1d19449397541dc,Brandon Moreno,67.0,125.0,70.0,1993-12-07 00:00:00,http://www.ufcstats.com/fighter-details/792be9a24df82ed6,D,D,0,1,30,63,34,82,53,90,70,120,4,11,1,1,0,0,1,4,1,1,24,56,28,69,4,5,6,12,2,2,0,1,9,39,18,55,4,4.0,2.0,2.0,17.0,20.0,14.0,25.0,2019-09-21,"Mexico City, Distrito Federal, Mexico",10112
Vanessa Melo,65,135,65,1988-03-27 00:00:00,http://www.ufcstats.com/fighter-details/9b7dfb3b7d99926a,Irene Aldana,69.0,135.0,68.0,1988-03-26 00:00:00,http://www.ufcstats.com/fighter-details/578ef12674df1e6a,L,W,0,0,68,250,125,333,68,250,127,335,0,1,0,0,0,0,0,0,0,0,48,207,79,271,9,28,21,34,11,15,25,28,68,250,124,332,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2019-09-21,"Mexico City, Distrito Federal, Mexico",10112
Steven Peterson,70,145,70,1990-05-29 00:00:00,http://www.ufcstats.com/fighter-details/b93c06d09d1c4ac0,Martin Bravo,68.0,145.0,71.0,1993-09-21 00:00:00,http://www.ufcstats.com/fighter-details/9c44f290f5726d95,W,L,1,0,49,105,86,199,53,109,93,206,0,0,2,5,0,0,0,0,0,0,33,84,60,157,12,17,20,33,4,4,6,9,46,98,85,198,1,2.0,1.0,1.0,2.0,5.0,0.0,0.0,2019-09-21,"Mexico City, Distrito Federal, Mexico",10112
Carlos Huachin,64,135,67,1996-06-04 00:00:00,http://www.ufcstats.com/fighter-details/225def29ecfe0fc1,Jose Quinonez,68.0,135.0,69.0,1990-07-28 00:00:00,http://www.ufcstats.com/fighter-details/36549928f90f1d36,L,W,0,1,32,115,60,117,37,121,71,130,0,0,2,5,0,0,2,0,0,0,22,84,36,80,6,25,8,13,4,6,16,24,30,109,40,92,0,2.0,0.0,1.0,2.0,4.0,20.0,24.0,2019-09-21,"Mexico City, Distrito Federal, Mexico",10112
Kyle Nelson,71,155,71,1991-04-20 00:00:00,http://www.ufcstats.com/fighter-details/31f8081c7600da93,Polo Reyes,71.0,155.0,71.0,1984-11-07 00:00:00,http://www.ufcstats.com/fighter-details/edd02825c29028fe,W,L,0,0,12,16,6,10,12,16,7,11,0,2,0,0,0,0,0,0,0,0,8,12,0,3,4,4,5,6,0,0,1,1,2,3,3,7,10,13.0,3.0,3.0,0.0,0.0,0.0,0.0,2019-09-21,"Mexico City, Distrito Federal, Mexico",10112
Angela Hill,63,115,64,1985-01-12 00:00:00,http://www.ufcstats.com/fighter-details/f0feeb2192937424,Ariane Carnelossi,62.0,115.0,,1992-11-17 00:00:00,http://www.ufcstats.com/fighter-details/c0d5c0c95c59050b,W,L,0,0,92,184,72,186,93,185,83,197,0,0,0,1,0,0,0,0,0,0,60,137,36,137,32,46,15,26,0,1,21,23,57,139,57,156,35,45.0,15.0,30.0,0.0,0.0,0.0,0.0,2019-09-21,"Mexico City, Distrito Federal, Mexico",10112
Tyson Nam,67,125,,1983-10-06 00:00:00,http://www.ufcstats.com/fighter-details/6e00cfffd54653c4,Sergio Pettis,66.0,135.0,69.0,1993-08-18 00:00:00,http://www.ufcstats.com/fighter-details/de75d1c45a39e221,L,W,0,0,40,170,96,253,43,173,96,253,0,0,0,0,0,0,0,0,0,0,28,149,76,224,7,15,5,13,5,6,15,16,38,164,90,245,2,6.0,5.0,7.0,0.0,0.0,1.0,1.0,2019-09-21,"Mexico City, Distrito Federal, Mexico",10112
Paul Craig,75,205,76,1987-11-27 00:00:00,http://www.ufcstats.com/fighter-details/eabf206b162b3b83,Vinicius Moreira,76.0,205.0,76.0,1989-02-28 00:00:00,http://www.ufcstats.com/fighter-details/acb36c908d415c4a,W,L,1,0,18,27,1,3,33,43,1,3,1,1,0,0,1,0,0,1,0,0,16,25,0,2,2,2,0,0,0,0,1,1,1,3,1,3,6,6.0,0.0,0.0,11.0,18.0,0.0,0.0,2019-09-21,"Mexico City, Distrito Federal, Mexico",10112
Bethe Correia,65,135,64,1983-06-22 00:00:00,http://www.ufcstats.com/fighter-details/673ea7dcc786b1b3,Sijara Eubanks,64.0,135.0,67.0,1985-04-27 00:00:00,http://www.ufcstats.com/fighter-details/4234f0097c83fa62,W,L,0,0,59,127,77,169,77,146,94,186,0,1,1,5,0,0,1,0,0,0,42,101,58,138,12,19,12,23,5,7,7,8,54,118,55,140,5,9.0,8.0,10.0,0.0,0.0,14.0,19.0,2019-09-21,"Mexico City, Distrito Federal, Mexico",10112
Marcos Mariano,73,155,,1986-10-12 00:00:00,http://www.ufcstats.com/fighter-details/72e5e5a6edfa8223,Claudio Puelles,71.0,155.0,72.0,1996-04-21 00:00:00,http://www.ufcstats.com/fighter-details/d747eb273a40a920,L,W,0,0,2,9,22,34,5,12,101,116,0,0,4,6,0,2,7,0,0,0,0,6,21,32,2,3,1,2,0,0,0,0,2,8,1,5,0,0.0,0.0,0.0,0.0,1.0,21.0,29.0,2019-09-21,"Mexico City, Distrito Federal, Mexico",10112
Justin Gaethje,71,155,70,1988-11-14 00:00:00,http://www.ufcstats.com/fighter-details/9e8f6c728eb01124,Donald Cerrone,73.0,155.0,73.0,1983-03-29 00:00:00,http://www.ufcstats.com/fighter-details/1d00756835ca67c9,W,L,1,0,40,61,17,52,40,61,17,52,0,0,0,0,0,0,0,0,0,0,27,44,12,45,0,2,4,6,13,15,1,1,36,55,17,52,2,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2019-09-14,"Vancouver, British Columbia, Canada",15114
Nikita Krylov,75,205,77,1992-03-07 00:00:00,http://www.ufcstats.com/fighter-details/1091d4d957141094,Glover Teixeira,74.0,205.0,76.0,1979-10-28 00:00:00,http://www.ufcstats.com/fighter-details/7ff97850e8c32bda,L,W,0,0,47,95,43,71,74,123,85,119,2,4,1,6,1,2,4,5,1,2,20,66,39,67,17,19,4,4,10,10,0,0,37,85,22,45,3,3.0,10.0,10.0,7.0,7.0,11.0,16.0,2019-09-14,"Vancouver, British Columbia, Canada",15114
Jeff Hughes,74,250,78,1988-05-17 00:00:00,http://www.ufcstats.com/fighter-details/6a11e325aa60ad02,Todd Duffee,75.0,260.0,79.0,1985-12-06 00:00:00,http://www.ufcstats.com/fighter-details/bda04c573563cc2e,NC,NC,0,1,16,29,30,66,26,39,38,74,0,0,1,3,0,0,0,0,0,0,12,24,25,60,0,0,5,6,4,5,0,0,14,23,19,51,2,6.0,9.0,12.0,0.0,0.0,2.0,3.0,2019-09-14,"Vancouver, British Columbia, Canada",15114
Tristan Connelly,70,170,68,1985-12-12 00:00:00,http://www.ufcstats.com/fighter-details/2ebfbe72ed703925,Michel Pereira,73.0,170.0,73.0,1993-10-06 00:00:00,http://www.ufcstats.com/fighter-details/595db60957de51d3,W,L,0,0,64,125,32,75,151,222,56,107,0,6,2,5,1,0,0,3,0,0,51,106,13,44,7,13,17,29,6,6,2,2,23,71,23,66,14,20.0,9.0,9.0,27.0,34.0,0.0,0.0,2019-09-14,"Vancouver, British Columbia, Canada",15114
Antonio Carlos Junior,74,185,79,1990-03-16 00:00:00,http://www.ufcstats.com/fighter-details/52e76bb4b3e852f3,Uriah Hall,72.0,185.0,79.0,1984-07-31 00:00:00,http://www.ufcstats.com/fighter-details/65578a75fa7900e3,L,W,0,1,22,69,34,79,81,148,41,86,3,8,0,0,0,0,1,2,0,0,16,63,31,75,5,5,3,4,1,1,0,0,18,65,22,61,2,2.0,1.0,1.0,2.0,2.0,11.0,17.0,2019-09-14,"Vancouver, British Columbia, Canada",15114
Jimmy Crute,74,205,74,1996-03-04 00:00:00,http://www.ufcstats.com/fighter-details/70e1f8a821b72c8b,Misha Cirkunov,75.0,205.0,77.0,1987-02-27 00:00:00,http://www.ufcstats.com/fighter-details/67f272324a030d00,L,W,0,0,21,35,6,10,28,45,22,29,0,0,1,2,0,1,4,0,1,2,19,33,4,8,2,2,2,2,0,0,0,0,2,3,1,3,4,5.0,2.0,3.0,15.0,27.0,3.0,4.0,2019-09-14,"Vancouver, British Columbia, Canada",15114
Augusto Sakai,76,265,77,1991-05-09 00:00:00,http://www.ufcstats.com/fighter-details/441eacbe20e0e80b,Marcin Tybura,75.0,249.0,78.0,1985-11-09 00:00:00,http://www.ufcstats.com/fighter-details/c9cf753cfdf77fc2,W,L,1,0,15,27,6,7,15,27,6,7,0,0,0,0,0,0,0,0,0,0,13,25,1,2,2,2,1,1,0,0,4,4,6,18,6,7,7,7.0,0.0,0.0,2.0,2.0,0.0,0.0,2019-09-14,"Vancouver, British Columbia, Canada",15114
Miles Johns,67,135,66,1994-03-30 00:00:00,http://www.ufcstats.com/fighter-details/46e0d677f91bacc0,Cole Smith,71.0,135.0,67.0,1989-04-05 00:00:00,http://www.ufcstats.com/fighter-details/56709e66f1c6008f,W,L,0,0,31,65,11,57,63,104,26,75,1,2,1,6,0,0,2,2,1,0,29,62,4,42,2,3,7,15,0,0,0,0,20,53,9,53,7,7.0,2.0,4.0,4.0,5.0,0.0,0.0,2019-09-14,"Vancouver, British Columbia, Canada",15114
Hunter Azure,68,135,70,1992-03-02 00:00:00,http://www.ufcstats.com/fighter-details/2af2f2e26c4c0402,Brad Katona,66.0,135.0,64.0,1991-12-19 00:00:00,http://www.ufcstats.com/fighter-details/7b433309b0fd12aa,W,L,0,0,41,118,21,60,55,133,40,83,0,1,3,12,0,0,1,1,1,0,25,91,18,51,11,20,2,7,5,7,1,2,33,105,17,54,6,8.0,4.0,6.0,2.0,5.0,0.0,0.0,2019-09-14,"Vancouver, British Columbia, Canada",15114
Jordan Griffin,71,145,72,1990-02-28 00:00:00,http://www.ufcstats.com/fighter-details/ebef46976554f975,Chas Skelly,71.0,145.0,72.0,1985-05-11 00:00:00,http://www.ufcstats.com/fighter-details/4bd6b4800070b069,L,W,0,0,37,87,21,59,66,122,80,125,1,1,1,3,2,3,3,3,2,1,36,84,20,52,1,3,1,7,0,0,0,0,32,81,20,58,0,0.0,0.0,0.0,5.0,6.0,1.0,1.0,2019-09-14,"Vancouver, British Columbia, Canada",15114
Ryan MacDonald,71,135,71,1993-03-18 00:00:00,http://www.ufcstats.com/fighter-details/35e1f9984ed64206,Louis Smolka,69.0,135.0,68.0,1991-07-16 00:00:00,http://www.ufcstats.com/fighter-details/d2bc285ead803db0,L,W,0,1,30,80,59,115,31,81,60,116,0,0,0,0,0,0,0,0,0,0,20,65,27,61,6,11,31,52,4,4,1,2,30,79,57,112,0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2019-09-14,"Vancouver, British Columbia, Canada",15114
Austin Hubbard,70,155,71,1991-12-22 00:00:00,http://www.ufcstats.com/fighter-details/d2cd7a69cc55e7ed,Kyle Prepolec,70.0,170.0,70.0,1989-08-30 00:00:00,http://www.ufcstats.com/fighter-details/873626e5547b5235,W,L,0,0,51,112,44,122,136,239,46,124,3,5,0,1,0,0,0,4,0,0,20,68,23,88,14,26,9,19,17,18,12,15,41,100,42,120,0,0.0,2.0,2.0,10.0,12.0,0.0,0.0,2019-09-14,"Vancouver, British Columbia, Canada",15114
Dustin Poirier,69,155,72,1989-01-19 00:00:00,http://www.ufcstats.com/fighter-details/029eaff01e6bb8f0,Khabib Nurmagomedov,70.0,155.0,70.0,1988-09-20 00:00:00,http://www.ufcstats.com/fighter-details/032cc3922d871c7f,L,W,0,0,12,39,22,41,30,57,54,77,0,0,7,8,1,2,5,0,0,0,5,26,16,35,2,7,3,3,5,6,3,3,12,38,10,27,0,1.0,1.0,1.0,0.0,0.0,11.0,13.0,2019-09-07,"Abu Dhabi, Abu Dhabi, United Arab Emirates",
Paul Felder,71,155,70,1984-04-25 00:00:00,http://www.ufcstats.com/fighter-details/e5010b1b94ca5755,Edson Barboza,71.0,155.0,75.0,1986-01-21 00:00:00,http://www.ufcstats.com/fighter-details/64a50dad704d1d49,W,L,0,0,56,154,60,114,75,174,77,133,0,2,1,3,0,0,0,0,0,0,41,137,27,74,9,10,19,24,6,7,14,16,51,147,55,109,1,1.0,0.0,0.0,4.0,6.0,5.0,5.0,2019-09-07,"Abu Dhabi, Abu Dhabi, United Arab Emirates",
Davi Ramos,66,155,70,1986-11-05 00:00:00,http://www.ufcstats.com/fighter-details/0052de90691d4a93,Islam Makhachev,70.0,155.0,70.0,1991-10-27 00:00:00,http://www.ufcstats.com/fighter-details/275aca31f61ba28c,L,W,0,1,7,58,43,95,27,80,88,148,0,1,0,1,0,0,0,0,0,0,5,43,32,81,1,14,7,10,1,1,4,4,5,56,29,74,2,2.0,3.0,3.0,0.0,0.0,11.0,18.0,2019-09-07,"Abu Dhabi, Abu Dhabi, United Arab Emirates",
Shamil Abdurakhimov,75,235,76,1981-09-02 00:00:00,http://www.ufcstats.com/fighter-details/2f5cbecbbe18bac4,Curtis Blaydes,76.0,265.0,80.0,1991-02-18 00:00:00,http://www.ufcstats.com/fighter-details/fa6796c55d6c5440,L,W,0,0,3,8,25,43,3,8,46,74,0,0,5,5,0,0,3,0,0,0,3,7,23,41,0,1,1,1,0,0,1,1,3,8,2,10,0,0.0,0.0,0.0,0.0,0.0,23.0,33.0,2019-09-07,"Abu Dhabi, Abu Dhabi, United Arab Emirates",
Diego Ferreira,69,155,74,1985-01-18 00:00:00,http://www.ufcstats.com/fighter-details/f53d4f21d1b5f2dc,Mairbek Taisumov,69.0,155.0,73.0,1988-08-08 00:00:00,http://www.ufcstats.com/fighter-details/8f5c8850b2484173,W,L,0,0,109,326,51,160,112,329,51,160,0,2,0,2,0,0,0,0,0,0,77,271,40,139,25,46,5,13,7,9,6,8,107,323,51,160,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-09-07,"Abu Dhabi, Abu Dhabi, United Arab Emirates",
Andrea Lee,66,125,69,1989-02-11 00:00:00,http://www.ufcstats.com/fighter-details/05fa626cb33d15b8,Joanne Calderwood,66.0,125.0,65.0,1985-12-23 00:00:00,http://www.ufcstats.com/fighter-details/12f91bfa8f1f723b,L,W,0,0,61,137,101,230,104,185,158,293,3,5,2,4,0,0,1,2,0,0,13,73,40,138,26,39,16,38,22,25,45,54,57,132,94,222,2,3.0,7.0,8.0,2.0,2.0,0.0,0.0,2019-09-07,"Abu Dhabi, Abu Dhabi, United Arab Emirates",
Lerone Murphy,69,145,73,1991-07-22 00:00:00,http://www.ufcstats.com/fighter-details/396fe87b84ac2e1c,Zubaira Tukhugov,68.0,145.0,68.0,1991-01-15 00:00:00,http://www.ufcstats.com/fighter-details/aceffa19749c4dc0,D,D,0,1,28,78,22,58,65,116,28,68,0,0,6,8,2,0,2,1,1,1,12,55,20,53,13,20,2,5,3,3,0,0,23,73,10,37,2,2.0,7.0,11.0,3.0,3.0,5.0,10.0,2019-09-07,"Abu Dhabi, Abu Dhabi, United Arab Emirates",
Sarah Moras,67,135,67,1988-04-30 00:00:00,http://www.ufcstats.com/fighter-details/539ed332b3078821,Liana Jojua,64.0,135.0,62.0,1995-03-22 00:00:00,http://www.ufcstats.com/fighter-details/eebc23626e38f5dc,W,L,0,0,44,88,19,45,130,191,45,77,0,0,2,3,1,0,0,1,1,0,35,78,12,38,6,7,6,6,3,3,1,1,16,51,16,41,1,2.0,1.0,1.0,27.0,35.0,2.0,3.0,2019-09-07,"Abu Dhabi, Abu Dhabi, United Arab Emirates",
Teemu Packalen,73,155,75,1987-05-22 00:00:00,http://www.ufcstats.com/fighter-details/8f4eeaf7a0df7c1a,Ottman Azaitar,68.0,155.0,71.0,1990-02-20 00:00:00,http://www.ufcstats.com/fighter-details/ee18ff42063174df,L,W,0,1,8,19,27,53,8,19,27,53,0,1,0,0,0,0,0,0,0,0,3,12,22,44,5,6,2,6,0,1,3,3,3,13,18,40,5,6.0,8.0,11.0,0.0,0.0,1.0,2.0,2019-09-07,"Abu Dhabi, Abu Dhabi, United Arab Emirates",
Takashi Sato,70,170,73,1990-06-09 00:00:00,http://www.ufcstats.com/fighter-details/8abac218746e04ca,Belal Muhammad,71.0,170.0,72.0,1988-07-09 00:00:00,http://www.ufcstats.com/fighter-details/b1b0729d27936f2f,L,W,0,0,29,89,49,106,34,95,78,148,1,2,2,9,0,1,2,1,0,0,23,79,40,85,4,8,7,19,2,2,2,2,29,89,42,98,0,0.0,3.0,4.0,0.0,0.0,4.0,4.0,2019-09-07,"Abu Dhabi, Abu Dhabi, United Arab Emirates",
Muslim Salikhov,71,170,70,1984-06-09 00:00:00,http://www.ufcstats.com/fighter-details/447f9858ae78f921,Nordine Taleb,73.0,170.0,74.0,1981-06-10 00:00:00,http://www.ufcstats.com/fighter-details/49858bf46dabf6fb,W,L,1,0,10,23,6,26,10,23,6,26,0,0,0,0,0,0,0,0,0,0,1,10,3,16,2,6,0,5,7,7,3,5,10,23,6,25,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019-09-07,"Abu Dhabi, Abu Dhabi, United Arab Emirates",
Zak Cummings,72,185,75,1984-08-02 00:00:00,http://www.ufcstats.com/fighter-details/4ba8d454f762005d,Omari Akhmedov,72.0,185.0,73.0,1987-10-12 00:00:00,http://www.ufcstats.com/fighter-details/16690d100f995f8f,L,W,0,0,17,69,26,77,24,76,47,106,0,0,2,3,0,0,3,0,0,0,6,51,14,60,2,7,5,10,9,11,7,7,17,69,21,67,0,0.0,0.0,2.0,0.0,0.0,5.0,8.0,2019-09-07,"Abu Dhabi, Abu Dhabi, United Arab Emirates",
Fares Ziam,73,155,75,1997-03-21 00:00:00,http://www.ufcstats.com/fighter-details/1e4f273069fb9e85,Don Madge,72.0,155.0,72.0,1990-11-12 00:00:00,http://www.ufcstats.com/fighter-details/68c7ad953455c73f,L,W,0,0,10,31,21,49,70,96,72,111,0,4,3,12,0,0,2,0,0,0,6,26,11,36,1,2,6,7,3,3,4,6,8,25,8,27,2,4.0,3.0,8.0,0.0,2.0,10.0,14.0,2019-09-07,"Abu Dhabi, Abu Dhabi, United Arab Emirates",
